user;cpu_percent;cpu_frequency;ram_percent;swap_memory_total;swap_memory_used;swap_memory_percent;upload_speed;download_speed;temperature;fans_speed;disk;gpu_usage;gpu_energy;timestamp
3c:52:82:11:ea:05;3.0;2.4;44.7;8.0;0.49;6.1;0.87;0.67;0.0;0.0;22.4;0.0;0.0;2026-09-01 18:49:52.475606
3c:52:82:11:ea:05;14.8;2.3;44.7;8.0;0.49;6.1;1.22;0.79;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:50:02.471345
3c:52:82:11:ea:05;18.7;2.5;45.9;8.0;0.52;6.5;0.83;0.98;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:50:12.477952
3c:52:82:11:ea:05;15.0;2.4;45.7;8.0;0.54;6.8;1.34;0.77;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:50:22.479705
3c:52:82:11:ea:05;14.2;2.5;45.5;8.0;0.53;6.6;1.06;0.73;0.0;0.0;22.4;0.0;0.0;2026-09-01 18:50:32.475397
3c:52:82:11:ea:05;14.7;2.5;46.1;8.0;0.55;6.9;1.45;0.71;0.0;0.0;22.4;0.0;0.0;2026-09-01 18:50:42.461627
3c:52:82:11:ea:05;13.3;2.5;45.3;8.0;0.52;6.5;1.22;0.88;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:50:52.473909
3c:52:82:11:ea:05;10.7;2.4;45.7;8.0;0.53;6.6;1.49;0.93;0.0;0.0;22.39;0.0;0.0;2026-09-01 18:51:02.463811
3c:52:82:11:ea:05;17.2;2.4;45.5;8.0;0.5;6.2;2.06;1.43;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:51:12.470941
3c:52:82:11:ea:05;17.0;2.5;44.8;8.0;0.53;6.6;1.19;0.77;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:51:22.469999
3c:52:82:11:ea:05;19.7;2.4;45.8;8.0;0.53;6.6;1.33;0.79;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:51:32.463969
3c:52:82:11:ea:05;22.5;2.4;46.2;8.0;0.55;6.9;1.12;0.73;0.0;0.0;22.4;0.0;0.0;2026-09-01 18:51:42.470131
3c:52:82:11:ea:05;10.2;2.5;45.4;8.0;0.49;6.1;1.32;0.82;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:51:52.467961
3c:52:82:11:ea:05;17.4;2.4;45.8;8.0;0.54;6.8;1.13;0.75;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:52:02.465371
3c:52:82:11:ea:05;17.6;2.3;46.0;8.0;0.53;6.6;1.54;0.69;0.0;0.0;22.44;0.0;0.0;2026-09-01 18:52:12.459888
3c:52:82:11:ea:05;8.4;2.4;45.9;8.0;0.56;7.0;1.22;0.89;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:52:22.474193
3c:52:82:11:ea:05;20.1;2.3;45.6;8.0;0.52;6.5;1.12;0.86;0.0;0.0;22.4;0.0;0.0;2026-09-01 18:52:32.465110
3c:52:82:11:ea:05;15.7;2.5;45.7;8.0;0.52;6.5;1.92;1.51;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:52:42.467781
3c:52:82:11:ea:05;15.1;2.3;46.6;8.0;0.61;7.6;1.35;0.73;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:52:52.472686
3c:52:82:11:ea:05;20.9;2.3;46.3;8.0;0.6;7.5;1.17;0.92;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:53:02.461152
3c:52:82:11:ea:05;17.6;2.3;47.7;8.0;0.64;8.0;1.22;0.59;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:53:12.464157
3c:52:82:11:ea:05;12.1;2.5;46.9;8.0;0.62;7.8;1.1;0.86;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:53:22.467717
3c:52:82:11:ea:05;17.5;2.4;46.3;8.0;0.54;6.8;1.39;0.81;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:53:32.463552
3c:52:82:11:ea:05;12.8;2.5;46.9;8.0;0.58;7.2;1.16;0.8;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:53:42.473809
3c:52:82:11:ea:05;15.9;2.4;47.7;8.0;0.63;7.9;1.4;0.86;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:53:52.477584
3c:52:82:11:ea:05;13.0;2.4;46.3;8.0;0.53;6.6;1.11;0.98;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:54:02.463920
3c:52:82:11:ea:05;15.6;2.5;47.3;8.0;0.63;7.9;1.35;0.82;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:54:12.479153
3c:52:82:11:ea:05;14.1;2.5;46.7;8.0;0.6;7.5;1.47;0.84;0.0;0.0;22.4;0.0;0.0;2026-09-01 18:54:22.477469
3c:52:82:11:ea:05;9.6;2.4;46.6;8.0;0.55;6.9;1.23;0.92;0.0;0.0;22.39;0.0;0.0;2026-09-01 18:54:32.476769
3c:52:82:11:ea:05;15.1;2.4;46.9;8.0;0.59;7.4;1.04;0.84;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:54:42.475984
3c:52:82:11:ea:05;3.9;2.3;47.6;8.0;0.62;7.8;1.02;0.71;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:54:52.461127
3c:52:82:11:ea:05;3.5;2.3;46.0;8.0;0.51;6.4;1.28;1.06;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:55:02.470567
3c:52:82:11:ea:05;3.0;2.4;46.9;8.0;0.6;7.5;1.17;0.94;0.0;0.0;22.4;0.0;0.0;2026-09-01 18:55:12.464217
3c:52:82:11:ea:05;7.2;2.4;47.1;8.0;0.62;7.8;1.0;0.72;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:55:22.469956
3c:52:82:11:ea:05;7.4;2.4;46.4;8.0;0.58;7.2;1.4;0.76;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:55:32.470560
3c:52:82:11:ea:05;3.0;2.4;47.0;8.0;0.62;7.8;1.08;1.01;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:55:42.466790
3c:52:82:11:ea:05;7.7;2.4;47.5;8.0;0.62;7.8;1.38;0.77;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:55:52.472868
3c:52:82:11:ea:05;4.0;2.4;46.8;8.0;0.6;7.5;1.3;0.69;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:56:02.465062
3c:52:82:11:ea:05;3.0;2.5;47.8;8.0;0.63;7.9;1.13;0.82;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:56:12.472296
3c:52:82:11:ea:05;3.0;2.3;46.8;8.0;0.58;7.2;1.5;0.87;0.0;0.0;22.44;0.0;0.0;2026-09-01 18:56:22.477069
3c:52:82:11:ea:05;6.1;2.4;46.1;8.0;0.56;7.0;1.07;0.9;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:56:32.468346
3c:52:82:11:ea:05;3.0;2.4;46.8;8.0;0.59;7.4;1.14;0.72;0.0;0.0;22.4;0.0;0.0;2026-09-01 18:56:42.460069
3c:52:82:11:ea:05;3.0;2.4;47.0;8.0;0.61;7.6;1.33;0.8;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:56:52.465244
3c:52:82:11:ea:05;3.0;2.3;45.9;8.0;0.53;6.6;1.13;0.79;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:57:02.475243
3c:52:82:11:ea:05;3.0;2.3;46.9;8.0;0.6;7.5;1.4;0.75;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:57:12.472277
3c:52:82:11:ea:05;3.0;2.4;46.5;8.0;0.57;7.1;1.17;1.12;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:57:22.474925
3c:52:82:11:ea:05;3.0;2.4;47.8;8.0;0.67;8.4;1.51;0.67;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:57:32.465287
3c:52:82:11:ea:05;3.0;2.5;47.1;8.0;0.65;8.1;1.06;0.84;0.0;0.0;22.44;0.0;0.0;2026-09-01 18:57:42.469181
3c:52:82:11:ea:05;3.0;2.3;47.8;8.0;0.61;7.6;1.34;0.67;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:57:52.473883
3c:52:82:11:ea:05;5.7;2.4;47.0;8.0;0.61;7.6;1.09;0.85;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:58:02.473135
3c:52:82:11:ea:05;4.1;2.3;46.5;8.0;0.6;7.5;1.0;0.7;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:58:12.462762
3c:52:82:11:ea:05;8.5;2.3;47.4;8.0;0.64;8.0;2.26;1.42;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:58:22.476020
3c:52:82:11:ea:05;5.3;2.4;47.4;8.0;0.63;7.9;1.35;0.71;0.0;0.0;22.41;0.0;0.0;2026-09-01 18:58:32.476174
3c:52:82:11:ea:05;7.9;2.3;47.6;8.0;0.65;8.1;0.96;0.8;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:58:42.465966
3c:52:82:11:ea:05;3.0;2.4;47.2;8.0;0.61;7.6;1.19;0.65;0.0;0.0;22.42;0.0;0.0;2026-09-01 18:58:52.478141
3c:52:82:11:ea:05;5.3;2.5;47.9;8.0;0.63;7.9;0.93;0.71;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:59:02.472285
3c:52:82:11:ea:05;3.0;2.4;46.6;8.0;0.56;7.0;1.04;1.02;0.0;0.0;22.44;0.0;0.0;2026-09-01 18:59:12.474345
3c:52:82:11:ea:05;7.3;2.3;47.4;8.0;0.61;7.6;1.01;0.65;0.0;0.0;22.44;0.0;0.0;2026-09-01 18:59:22.462560
3c:52:82:11:ea:05;5.3;2.3;46.8;8.0;0.59;7.4;1.3;0.78;0.0;0.0;22.44;0.0;0.0;2026-09-01 18:59:32.459985
3c:52:82:11:ea:05;7.2;2.4;46.4;8.0;0.57;7.1;1.19;0.82;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:59:42.466072
3c:52:82:11:ea:05;3.0;2.3;47.3;8.0;0.6;7.5;1.24;0.77;0.0;0.0;22.43;0.0;0.0;2026-09-01 18:59:52.463365
3c:52:82:11:ea:05;3.0;2.5;46.5;8.0;0.57;7.1;1.35;0.68;0.0;0.0;22.43;0.0;0.0;2026-09-01 19:00:02.463975
3c:52:82:11:ea:05;8.4;2.4;46.6;8.0;0.58;7.2;0.85;0.67;0.0;0.0;22.43;0.0;0.0;2026-09-01 19:00:12.461448
3c:52:82:11:ea:05;7.2;2.4;46.1;8.0;0.56;7.0;1.36;0.89;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:00:22.477842
3c:52:82:11:ea:05;14.6;2.4;47.7;8.0;0.63;7.9;1.3;0.66;0.0;0.0;22.43;0.0;0.0;2026-09-01 19:00:32.477983
3c:52:82:11:ea:05;11.1;2.4;47.0;8.0;0.62;7.8;1.34;0.67;0.0;0.0;22.44;0.0;0.0;2026-09-01 19:00:42.477700
3c:52:82:11:ea:05;14.8;2.4;45.9;8.0;0.56;7.0;2.25;1.6;0.0;0.0;22.44;0.0;0.0;2026-09-01 19:00:52.473251
3c:52:82:11:ea:05;17.6;2.4;46.6;8.0;0.57;7.1;1.17;0.65;0.0;0.0;22.46;0.0;0.0;2026-09-01 19:01:02.471429
3c:52:82:11:ea:05;7.0;2.4;46.5;8.0;0.56;7.0;1.14;0.74;0.0;0.0;22.43;0.0;0.0;2026-09-01 19:01:12.474312
3c:52:82:11:ea:05;20.1;2.3;44.5;8.0;0.45;5.6;1.34;0.76;0.0;0.0;22.42;0.0;0.0;2026-09-01 19:01:22.469086
3c:52:82:11:ea:05;11.4;2.4;48.0;8.0;0.66;8.2;1.4;1.0;0.0;0.0;22.44;0.0;0.0;2026-09-01 19:01:32.471782
3c:52:82:11:ea:05;13.6;2.3;46.8;8.0;0.61;7.6;1.14;0.55;0.0;0.0;22.44;0.0;0.0;2026-09-01 19:01:42.460147
3c:52:82:11:ea:05;18.5;2.4;46.0;8.0;0.55;6.9;1.08;0.65;0.0;0.0;22.44;0.0;0.0;2026-09-01 19:01:52.477885
3c:52:82:11:ea:05;20.1;2.3;46.3;8.0;0.56;7.0;1.21;0.93;0.0;0.0;22.43;0.0;0.0;2026-09-01 19:02:02.475046
3c:52:82:11:ea:05;10.8;2.3;45.6;8.0;0.52;6.5;0.97;0.46;0.0;0.0;22.44;0.0;0.0;2026-09-01 19:02:12.470188
3c:52:82:11:ea:05;15.8;2.4;46.5;8.0;0.61;7.6;1.07;0.78;0.0;0.0;22.43;0.0;0.0;2026-09-01 19:02:22.469265
3c:52:82:11:ea:05;21.5;2.5;45.7;8.0;0.54;6.8;1.25;0.76;0.0;0.0;22.43;0.0;0.0;2026-09-01 19:02:32.463718
3c:52:82:11:ea:05;15.6;2.4;46.6;8.0;0.6;7.5;1.16;0.72;0.0;0.0;22.44;0.0;0.0;2026-09-01 19:02:42.479001
3c:52:82:11:ea:05;18.2;2.5;45.6;8.0;0.53;6.6;0.76;0.74;0.0;0.0;22.43;0.0;0.0;2026-09-01 19:02:52.465767
3c:52:82:11:ea:05;17.5;2.4;45.4;8.0;0.51;6.4;1.25;0.84;0.0;0.0;22.43;0.0;0.0;2026-09-01 19:03:02.472261
3c:52:82:11:ea:05;14.4;2.4;45.9;8.0;0.57;7.1;1.01;0.69;0.0;0.0;22.44;0.0;0.0;2026-09-01 19:03:12.465354
3c:52:82:11:ea:05;19.2;2.4;46.6;8.0;0.6;7.5;1.36;0.8;0.0;0.0;22.46;0.0;0.0;2026-09-01 19:03:22.466449
3c:52:82:11:ea:05;18.2;2.4;45.9;8.0;0.56;7.0;1.18;0.83;0.0;0.0;22.44;0.0;0.0;2026-09-01 19:03:32.467080
3c:52:82:11:ea:05;16.7;2.4;44.6;8.0;0.5;6.2;1.22;0.71;0.0;0.0;22.44;0.0;0.0;2026-09-01 19:03:42.464444
3c:52:82:11:ea:05;12.7;2.4;45.7;8.0;0.54;6.8;1.37;0.62;0.0;0.0;22.46;0.0;0.0;2026-09-01 19:03:52.468561
3c:52:82:11:ea:05;8.0;2.3;45.3;8.0;0.48;6.0;1.22;0.92;0.0;0.0;22.43;0.0;0.0;2026-09-01 19:04:02.465609
3c:52:82:11:ea:05;14.9;2.4;45.3;8.0;0.5;6.2;1.51;0.94;0.0;0.0;22.47;0.0;0.0;2026-09-01 19:04:12.475485
3c:52:82:11:ea:05;11.9;2.3;44.5;8.0;0.46;5.8;1.29;0.9;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:04:22.474808
3c:52:82:11:ea:05;17.9;2.3;46.1;8.0;0.53;6.6;1.06;1.01;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:04:32.466975
3c:52:82:11:ea:05;12.5;2.3;45.2;8.0;0.54;6.8;1.1;0.76;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:04:42.463143
3c:52:82:11:ea:05;11.6;2.4;45.3;8.0;0.53;6.6;1.35;0.98;0.0;0.0;22.43;0.0;0.0;2026-09-01 19:04:52.462728
3c:52:82:11:ea:05;10.5;2.4;44.8;8.0;0.49;6.1;1.12;0.6;0.0;0.0;22.43;0.0;0.0;2026-09-01 19:05:02.476577
3c:52:82:11:ea:05;7.8;2.5;45.3;8.0;0.53;6.6;1.37;0.84;0.0;0.0;22.46;0.0;0.0;2026-09-01 19:05:12.477240
3c:52:82:11:ea:05;10.4;2.4;44.9;8.0;0.53;6.6;1.21;0.78;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:05:22.471256
3c:52:82:11:ea:05;12.3;2.4;44.2;8.0;0.47;5.9;1.04;0.68;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:05:32.479593
3c:52:82:11:ea:05;9.2;2.4;45.3;8.0;0.51;6.4;1.29;0.71;0.0;0.0;22.46;0.0;0.0;2026-09-01 19:05:42.470124
3c:52:82:11:ea:05;5.7;2.3;46.3;8.0;0.56;7.0;1.16;0.74;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:05:52.466973
3c:52:82:11:ea:05;5.5;2.5;44.4;8.0;0.46;5.8;1.01;0.84;0.0;0.0;22.47;0.0;0.0;2026-09-01 19:06:02.476918
3c:52:82:11:ea:05;12.3;2.4;44.3;8.0;0.47;5.9;0.94;0.55;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:06:12.463153
3c:52:82:11:ea:05;5.5;2.3;45.3;8.0;0.55;6.9;1.32;0.71;0.0;0.0;22.48;0.0;0.0;2026-09-01 19:06:22.473544
3c:52:82:11:ea:05;9.8;2.4;44.8;8.0;0.49;6.1;0.96;0.76;0.0;0.0;22.47;0.0;0.0;2026-09-01 19:06:32.468956
3c:52:82:11:ea:05;3.0;2.4;45.1;8.0;0.51;6.4;1.51;0.87;0.0;0.0;22.46;0.0;0.0;2026-09-01 19:06:42.478703
3c:52:82:11:ea:05;7.5;2.4;44.8;8.0;0.48;6.0;0.92;0.81;0.0;0.0;22.47;0.0;0.0;2026-09-01 19:06:52.475595
3c:52:82:11:ea:05;4.4;2.3;43.4;8.0;0.43;5.4;1.22;0.72;0.0;0.0;22.46;0.0;0.0;2026-09-01 19:07:02.468416
3c:52:82:11:ea:05;3.9;2.4;44.9;8.0;0.52;6.5;1.15;0.61;0.0;0.0;22.46;0.0;0.0;2026-09-01 19:07:12.474201
3c:52:82:11:ea:05;3.0;2.4;43.3;8.0;0.4;5.0;1.09;0.84;0.0;0.0;22.46;0.0;0.0;2026-09-01 19:07:22.477620
3c:52:82:11:ea:05;3.0;2.4;44.3;8.0;0.45;5.6;0.86;0.69;0.0;0.0;22.48;0.0;0.0;2026-09-01 19:07:32.473641
3c:52:82:11:ea:05;3.0;2.4;44.8;8.0;0.5;6.2;1.21;0.93;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:07:42.465477
3c:52:82:11:ea:05;3.0;2.5;44.5;8.0;0.47;5.9;1.36;0.86;0.0;0.0;22.47;0.0;0.0;2026-09-01 19:07:52.479641
3c:52:82:11:ea:05;3.0;2.4;44.5;8.0;0.5;6.2;1.33;0.94;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:08:02.462113
3c:52:82:11:ea:05;6.4;2.4;43.7;8.0;0.4;5.0;1.06;0.64;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:08:12.476477
3c:52:82:11:ea:05;3.0;2.4;43.3;8.0;0.43;5.4;1.15;0.87;0.0;0.0;22.47;0.0;0.0;2026-09-01 19:08:22.461907
3c:52:82:11:ea:05;3.0;2.4;43.7;8.0;0.43;5.4;1.09;0.77;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:08:32.476735
3c:52:82:11:ea:05;3.0;2.3;44.2;8.0;0.44;5.5;1.25;0.82;0.0;0.0;22.45;0.0;0.0;2026-09-01 19:08:42.477359
3c:52:82:11:ea:05;3.3;2.4;45.1;8.0;0.52;6.5;1.15;0.69;0.0;0.0;22.47;0.0;0.0;2026-09-01 19:08:52.469922
